period,category,segment,metric,value,unit,direction,source
2020-01,ESG,Global,Carbon Footprint tCO2e (metric tons),1886.0,metric tons,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-04,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-05,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-06,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-07,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-08,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-09,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-10,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-11,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-12,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-01,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-02,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-03,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-04,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-05,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-06,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-07,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-08,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-09,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-10,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-11,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-12,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-01,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-02,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-03,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-04,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-05,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-06,ESG,Global,Privacy Incident Count (Count),0.0,Count,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-01,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-02,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-03,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-04,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-05,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-06,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-07,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-08,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-09,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-10,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-11,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-12,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-01,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-02,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-03,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-04,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-05,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-06,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-07,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-08,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-09,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-10,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-11,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-12,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-01,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-02,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-03,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-04,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-05,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-06,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-07,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-08,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-09,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-10,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-11,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-12,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-01,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-02,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-03,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-04,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-05,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-06,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-07,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-08,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-09,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-10,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-11,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-12,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-01,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-02,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-03,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-04,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-05,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-06,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-07,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-08,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-09,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-10,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-11,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-12,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-01,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-02,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-03,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-04,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-05,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-06,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-07,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-08,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-09,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-10,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-11,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-12,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-01,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-02,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-03,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-04,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-05,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-06,ESG,Global,Water Usage (m3),4200.0,m3,down,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-01,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-02,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-03,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-04,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-05,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-06,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-07,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-08,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-09,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-10,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-11,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2020-12,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-01,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-02,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-03,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-04,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-05,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-06,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-07,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-08,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-09,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-10,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-11,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2021-12,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-01,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-02,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-03,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-04,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-05,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-06,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-07,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-08,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-09,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-10,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-11,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2022-12,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-01,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-02,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-03,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-04,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-05,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-06,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-07,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-08,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-09,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-10,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-11,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2023-12,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-01,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-02,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-03,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-04,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-05,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-06,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-07,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-08,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-09,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-10,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-11,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2024-12,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-01,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-02,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-03,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-04,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-05,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-06,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-07,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-08,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-09,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-10,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-11,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2025-12,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-01,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-02,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-03,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-04,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-05,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
2026-06,ESG,Global,Waste Diverted from Landfill (%),68.0,%,up,GRI Global Reporting Initiative 2024; TCFD Framework 2023; CDP Environmental Data 2024
