period,category,segment,metric,value,unit,direction,source
2020-01,Logistics,Global,On Time Delivery (%),93.42,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-07,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-08,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-09,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-10,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-11,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-12,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-01,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-02,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-03,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-04,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-05,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-06,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-07,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-08,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-09,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-10,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-11,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-12,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-01,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-02,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-03,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-04,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-05,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-06,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-07,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-08,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-09,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-10,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-11,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-12,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-01,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-02,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-03,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-04,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-05,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-06,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-07,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-08,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-09,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-10,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-11,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-12,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-01,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-02,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-03,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-04,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-05,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-06,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-07,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-08,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-09,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-10,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-11,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-12,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-01,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-02,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-03,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-04,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-05,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-06,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-07,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-08,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-09,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-10,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-11,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-12,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-01,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-02,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-03,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-04,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-05,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-06,Logistics,Global,Carrying Cost of Inventory (%),21.0,%,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-01,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-02,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-03,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-04,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-05,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-06,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-07,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-08,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-09,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-10,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-11,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-12,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-01,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-02,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-03,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-04,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-05,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-06,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-07,Logistics,Global,Freight Cost per Unit (USD),13.58,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-08,Logistics,Global,Freight Cost per Unit (USD),14.36,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-09,Logistics,Global,Freight Cost per Unit (USD),15.15,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-10,Logistics,Global,Freight Cost per Unit (USD),15.93,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-11,Logistics,Global,Freight Cost per Unit (USD),16.71,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2021-12,Logistics,Global,Freight Cost per Unit (USD),17.49,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-01,Logistics,Global,Freight Cost per Unit (USD),18.28,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-02,Logistics,Global,Freight Cost per Unit (USD),19.06,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-03,Logistics,Global,Freight Cost per Unit (USD),19.84,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-04,Logistics,Global,Freight Cost per Unit (USD),20.62,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-05,Logistics,Global,Freight Cost per Unit (USD),21.4,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-06,Logistics,Global,Freight Cost per Unit (USD),22.19,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-07,Logistics,Global,Freight Cost per Unit (USD),22.97,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-08,Logistics,Global,Freight Cost per Unit (USD),23.75,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-09,Logistics,Global,Freight Cost per Unit (USD),24.53,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-10,Logistics,Global,Freight Cost per Unit (USD),25.32,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-11,Logistics,Global,Freight Cost per Unit (USD),26.1,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2022-12,Logistics,Global,Freight Cost per Unit (USD),26.88,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-01,Logistics,Global,Freight Cost per Unit (USD),25.32,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-02,Logistics,Global,Freight Cost per Unit (USD),23.75,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-03,Logistics,Global,Freight Cost per Unit (USD),22.19,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-04,Logistics,Global,Freight Cost per Unit (USD),20.62,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-05,Logistics,Global,Freight Cost per Unit (USD),19.06,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-06,Logistics,Global,Freight Cost per Unit (USD),17.49,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-07,Logistics,Global,Freight Cost per Unit (USD),15.93,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-08,Logistics,Global,Freight Cost per Unit (USD),14.36,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-09,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-10,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-11,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2023-12,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-01,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-02,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-03,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-04,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-05,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-06,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-07,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-08,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-09,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-10,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-11,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2024-12,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-01,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-02,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-03,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-04,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-05,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-06,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-07,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-08,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-09,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-10,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-11,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2025-12,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-01,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-02,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-03,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-04,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-05,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2026-06,Logistics,Global,Freight Cost per Unit (USD),12.8,USD,down,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-01,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-02,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-03,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-04,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-05,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-06,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-07,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-08,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-09,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
2020-10,Logistics,Global,Warehouse Utilization (%),78.0,%,up,Gartner Supply Chain 2024; ISM Supply Chain Reports 2022-2024; FedEx Logistics Benchmarks 2024
