company,sector,domain,metric,value,period,date
NeuralNet Labs,AI/ML,Finance,revenue,3937270450.5827026,2019-04,2019-04-10T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,4738621628.823955,2019-05,2019-05-10T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,5571438566.335591,2019-06,2019-06-09T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,7087294797.476724,2019-07,2019-07-09T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,10546144692.751926,2019-08,2019-08-08T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,13779246762.537718,2019-09,2019-09-07T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,16522303987.441624,2019-10,2019-10-07T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,21876673348.621128,2019-11,2019-11-06T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,33986612973.50341,2019-12,2019-12-06T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,42996367367.42752,2020-01,2020-01-05T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,45750061098.691605,2020-02,2020-02-04T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,39068983928.372406,2020-03,2020-03-05T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,47057144265.443665,2020-04,2020-04-04T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,45360069280.23376,2020-05,2020-05-04T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,57622649116.91219,2020-06,2020-06-03T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,65914489402.5686,2020-07,2020-07-03T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,84065992257.79057,2020-08,2020-08-02T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,100786131489.8119,2020-09,2020-09-01T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,125168527421.1277,2020-10,2020-10-01T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,146222675908.1546,2020-10,2020-10-31T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,202361866192.29584,2020-11,2020-11-30T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,226638356602.16342,2020-12,2020-12-30T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,266442403541.3018,2021-01,2021-01-29T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,304951840440.29663,2021-02,2021-02-28T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,325584323649.6554,2021-03,2021-03-30T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,444124545965.8486,2021-04,2021-04-29T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,594450985754.8704,2021-05,2021-05-29T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,762225294430.8379,2021-06,2021-06-28T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1214434940684.0273,2021-07,2021-07-28T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1766885278406.3909,2021-08,2021-08-27T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1674061924728.9832,2021-09,2021-09-26T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,2067972925687.9297,2021-10,2021-10-26T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,2642452753187.6133,2021-11,2021-11-25T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,3797873865301.3457,2021-12,2021-12-25T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,5320461177405.09,2022-01,2022-01-24T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,6756291021942.613,2022-02,2022-02-23T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,9263873758296.523,2022-03,2022-03-25T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,11053738889899.926,2022-04,2022-04-24T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,13936990153991.54,2022-05,2022-05-24T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,21373216901487.703,2022-06,2022-06-23T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,26826921534104.805,2022-07,2022-07-23T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,35723938760081.73,2022-08,2022-08-22T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,42919020446165.83,2022-09,2022-09-21T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,43247717697063.14,2022-10,2022-10-21T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,66150769359416.12,2022-11,2022-11-20T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,96814691329795.33,2022-12,2022-12-20T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,134797785951780.25,2023-01,2023-01-19T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,157098300633112.6,2023-02,2023-02-18T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,218263107292576.5,2023-03,2023-03-20T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,267107401656552.28,2023-04,2023-04-19T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,276158467397585.16,2023-05,2023-05-19T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,361981163621371.5,2023-06,2023-06-18T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,463741514734613.1,2023-07,2023-07-18T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,621433057414405.0,2023-08,2023-08-17T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,841933677540282.0,2023-09,2023-09-16T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1174524486653264.8,2023-10,2023-10-16T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1745651804023544.8,2023-11,2023-11-15T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1936558416740347.8,2023-12,2023-12-15T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,2536458804177909.5,2024-01,2024-01-14T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,3165595219326786.5,2024-02,2024-02-13T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,4623899778794814.0,2024-03,2024-03-14T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,5850282056800469.0,2024-04,2024-04-13T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,8597371313588085.0,2024-05,2024-05-13T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.1264124044999068e+16,2024-06,2024-06-12T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.4420173209744192e+16,2024-07,2024-07-12T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.5385225088982486e+16,2024-08,2024-08-11T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,2.338982463100716e+16,2024-09,2024-09-10T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,3.5449695083018696e+16,2024-10,2024-10-10T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,5.1498450851398984e+16,2024-11,2024-11-09T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,5.8623832279299704e+16,2024-12,2024-12-09T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,6.444061505118689e+16,2025-01,2025-01-08T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,9.112916411824051e+16,2025-02,2025-02-07T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.3494434498598893e+17,2025-03,2025-03-09T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.784922081595316e+17,2025-04,2025-04-08T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.7471734821805754e+17,2025-05,2025-05-08T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,2.1972210083288307e+17,2025-06,2025-06-07T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,2.5740522174844694e+17,2025-07,2025-07-07T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,3.039482066581301e+17,2025-08,2025-08-06T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,3.951119100189017e+17,2025-09,2025-09-05T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,4.3757097232879834e+17,2025-10,2025-10-05T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,4.1710873577796006e+17,2025-11,2025-11-04T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,5.861326490057152e+17,2025-12,2025-12-04T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,9.068349906232024e+17,2026-01,2026-01-03T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.0400350966508628e+18,2026-02,2026-02-02T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.0728646886705266e+18,2026-03,2026-03-04T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.2468250572912125e+18,2026-04,2026-04-03T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.4024189449249738e+18,2026-05,2026-05-03T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,1.4766326931109215e+18,2026-06,2026-06-02T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,2.0397495464203325e+18,2026-07,2026-07-02T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,2.2940609760769316e+18,2026-08,2026-08-01T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,2.969502095369502e+18,2026-08,2026-08-31T00:00:00
NeuralNet Labs,AI/ML,Finance,revenue,3.2107246362612526e+18,2026-09,2026-09-30T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.6,2015-01,2015-01-01T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.5599214232759289,2015-01,2015-01-31T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.5765380844003586,2015-03,2015-03-02T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.573657451130792,2015-04,2015-04-01T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.5655876787271661,2015-05,2015-05-01T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.6545896744145612,2015-05,2015-05-31T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.7063154965453,2015-06,2015-06-30T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.7839680168462905,2015-07,2015-07-30T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.7901160565561357,2015-08,2015-08-29T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.7840286523778284,2015-09,2015-09-28T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9067870258006699,2015-10,2015-10-28T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9463157753054039,2015-11,2015-11-27T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.8897490643218998,2015-12,2015-12-27T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.8967911348918757,2016-01,2016-01-26T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.078955674210049,2016-02,2016-02-25T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9665709394993076,2016-03,2016-03-26T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.982858603466881,2016-04,2016-04-25T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.048783078392389,2016-05,2016-05-25T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1953272071280068,2016-06,2016-06-24T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.3262567900580124,2016-07,2016-07-24T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.3522681023350134,2016-08,2016-08-23T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.4781569842585813,2016-09,2016-09-22T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.4750571427517916,2016-10,2016-10-22T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.4490648394387409,2016-11,2016-11-21T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.4453797509990254,2016-12,2016-12-21T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.4881298519013797,2017-01,2017-01-20T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.5120604697172713,2017-02,2017-02-19T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.4083106763770068,2017-03,2017-03-21T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.5401376958982282,2017-04,2017-04-20T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.5677260450216812,2017-05,2017-05-20T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.6416152046249624,2017-06,2017-06-19T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.6240439466847612,2017-07,2017-07-19T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.7202717976893662,2017-08,2017-08-18T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.8286007351157816,2017-09,2017-09-17T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.7929011311177072,2017-10,2017-10-17T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.0987449837688827,2017-11,2017-11-16T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.149972803015551,2017-12,2017-12-16T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.9950068791768634,2018-01,2018-01-15T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.978522640529383,2018-02,2018-02-14T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.945109208556862,2018-03,2018-03-16T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.0063108477448295,2018-04,2018-04-15T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.9929154063334367,2018-05,2018-05-15T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.0371674631396774,2018-06,2018-06-14T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.996910537316572,2018-07,2018-07-14T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.025382204775913,2018-08,2018-08-13T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.505490210941005,2018-09,2018-09-12T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.890072213822999,2018-10,2018-10-12T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.1948614500870733,2018-11,2018-11-11T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.333946632288247,2018-12,2018-12-11T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.333772104425044,2019-01,2019-01-10T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.370639236879953,2019-02,2019-02-09T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.7611052590707152,2019-03,2019-03-11T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.765439141754613,2019-04,2019-04-10T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.6328203100120129,2019-05,2019-05-10T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.615957301598379,2019-06,2019-06-09T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.5106039790099026,2019-07,2019-07-09T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.4472778189941597,2019-08,2019-08-08T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.4321264574704562,2019-09,2019-09-07T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.31408274020365,2019-10,2019-10-07T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.2616422851168878,2019-11,2019-11-06T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1454348721884604,2019-12,2019-12-06T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.2702008859052742,2020-01,2020-01-05T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.3153758503415565,2020-02,2020-02-04T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.3971901931510717,2020-03,2020-03-05T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.5558705080018795,2020-04,2020-04-04T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.490301171410144,2020-05,2020-05-04T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.2332482285708513,2020-06,2020-06-03T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.2614966935852197,2020-07,2020-07-03T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1668602126942382,2020-08,2020-08-02T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9364527668853551,2020-09,2020-09-01T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.8298464472244792,2020-10,2020-10-01T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9457771149621645,2020-10,2020-10-31T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9894004001467124,2020-11,2020-11-30T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.0375175913354227,2020-12,2020-12-30T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.0466200815402638,2021-01,2021-01-29T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.147491355002177,2021-02,2021-02-28T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1521412247290874,2021-03,2021-03-30T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.108075268997229,2021-04,2021-04-29T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1491760826321946,2021-05,2021-05-29T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.0912012234886737,2021-06,2021-06-28T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.0380228835368817,2021-07,2021-07-28T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9900321100552224,2021-08,2021-08-27T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.970013359075869,2021-09,2021-09-26T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9174197495091793,2021-10,2021-10-26T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.7051711721948852,2021-11,2021-11-25T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9536763493937144,2021-12,2021-12-25T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.9738592710291654,2022-01,2022-01-24T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,0.7653501045673881,2022-02,2022-02-23T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.2146400333838525,2022-03,2022-03-25T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1510513543202747,2022-04,2022-04-24T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.2592393415847396,2022-05,2022-05-24T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.106023283607497,2022-06,2022-06-23T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.06727949217867,2022-07,2022-07-23T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.0134764403469496,2022-08,2022-08-22T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1159034253456115,2022-09,2022-09-21T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.056321637936338,2022-10,2022-10-21T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.063749319247027,2022-11,2022-11-20T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.076980923678732,2022-12,2022-12-20T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1884946075858285,2023-01,2023-01-19T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1942749831849182,2023-02,2023-02-18T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.3060640986875918,2023-03,2023-03-20T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.3442826234008767,2023-04,2023-04-19T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.27727859660808,2023-05,2023-05-19T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.0981648945854867,2023-06,2023-06-18T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.0707921534324147,2023-07,2023-07-18T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.16575828455413,2023-08,2023-08-17T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.1305349246026086,2023-09,2023-09-16T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.2592576998426779,2023-10,2023-10-16T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.344842520900533,2023-11,2023-11-15T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.4722524763982583,2023-12,2023-12-15T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.5579963061474416,2024-01,2024-01-14T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.7132502453923142,2024-02,2024-02-13T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.7545954943792947,2024-03,2024-03-14T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.6678936473594215,2024-04,2024-04-13T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.960316504876577,2024-05,2024-05-13T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.9041232742033527,2024-06,2024-06-12T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.7682634669493045,2024-07,2024-07-12T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.0549838388242097,2024-08,2024-08-11T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.0522623287121453,2024-09,2024-09-10T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.9003288970142065,2024-10,2024-10-10T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.373736712579623,2024-11,2024-11-09T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.0013821358767783,2024-12,2024-12-09T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.132753862279046,2025-01,2025-01-08T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.1319842152007715,2025-02,2025-02-07T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.041793535164904,2025-03,2025-03-09T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.2601408237967267,2025-04,2025-04-08T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.456611853296142,2025-05,2025-05-08T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.969973134928269,2025-06,2025-06-07T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,3.122245439596105,2025-07,2025-07-07T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,3.2857557157524684,2025-08,2025-08-06T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,3.0881723286435143,2025-09,2025-09-05T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,3.13874594015877,2025-10,2025-10-05T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,3.1878447957180276,2025-11,2025-11-04T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,3.158706186816252,2025-12,2025-12-04T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.8517404999030553,2026-01,2026-01-03T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.6424110569995745,2026-02,2026-02-02T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,1.7075409489950713,2026-03,2026-03-04T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.8642774066830374,2026-04,2026-04-03T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.900042173321406,2026-05,2026-05-03T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.66280940996749,2026-06,2026-06-02T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.6191287622914876,2026-07,2026-07-02T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.5185043691003033,2026-08,2026-08-01T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.581260297607184,2026-08,2026-08-31T00:00:00
NeuralNet Labs,AI/ML,Finance,gross_margin,2.8281720510827575,2026-09,2026-09-30T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,100000.0,2015-01,2015-01-01T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,151241.88491774816,2015-01,2015-01-31T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,200916.5602048869,2015-03,2015-03-02T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,263963.7984218185,2015-04,2015-04-01T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,367106.9139478243,2015-05,2015-05-01T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,534056.9725674737,2015-05,2015-05-31T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,469153.7264501113,2015-06,2015-06-30T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,601302.9498534052,2015-07,2015-07-30T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,696913.7203425576,2015-08,2015-08-29T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,934760.1517762158,2015-09,2015-09-28T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,932776.0164441745,2015-10,2015-10-28T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,1255766.4154639572,2015-11,2015-11-27T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,1814166.5968630838,2015-12,2015-12-27T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,2548677.0327446377,2016-01,2016-01-26T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,3477930.3884241455,2016-02,2016-02-25T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,4401411.546629225,2016-03,2016-03-26T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,5566719.522153298,2016-04,2016-04-25T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,9838757.07403897,2016-05,2016-05-25T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,9081280.327525312,2016-06,2016-06-24T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,12405169.841323318,2016-07,2016-07-24T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,19098678.155890074,2016-08,2016-08-23T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,31359113.071241163,2016-09,2016-09-22T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,41602109.8679531,2016-10,2016-10-22T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,56691089.34071371,2016-11,2016-11-21T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,54406651.9545439,2016-12,2016-12-21T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,58561518.91153064,2017-01,2017-01-20T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,91753015.88630287,2017-02,2017-02-19T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,104204180.53535897,2017-03,2017-03-21T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,143075149.43267584,2017-04,2017-04-20T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,215980952.44894525,2017-05,2017-05-20T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,240082111.5439162,2017-06,2017-06-19T00:00:00
NeuralNet Labs,AI/ML,Finance,ebitda,378460852.7815444,2017-07,2017-07-19T00:00:00
